날짜,시간,국가,경제지표,실제,예상,이전,중요도
05.17 (Tue), 21:30,us,월간 소매 판매 Apr,0.9%,0.9%,1.4%,상
05.17 (Tue), 15:00,gb,실업수당청구 변동 Apr,-56.9K,-42.5K,-81.6K,상
05.17 (Tue), 15:00,gb,실업률 Mar,3.7%,3.8%,3.8%,상
05.16 (Mon), 11:00,cn,산업생산 (YOY) Apr,-2.9%,0.4%,5%,상
05.13 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 May,59.1,64,65.2,상
05.12 (Thu), 21:30,us,생산자물가지수 (MoM) Apr,0.5%,0.5%,1.6%,상
05.12 (Thu), 15:00,gb,GDP(MoM) Mar,-0.1%,0%,0%,상
05.12 (Thu), 15:00,gb,경제성장률(QoQ) 예상 Q1,0.8%,1%,1.3%,상
05.12 (Thu), 15:00,gb,경제성장률(YoY) 예상 Q1,8.7%,9%,6.6%,상
05.11 (Wed), 21:30,us,핵심물가상승률 (YoY) Apr,6.2%,6%,6.5%,상
05.11 (Wed), 21:30,us,인플레이션율(YoY) Apr,8.3%,8.1%,8.5%,상
05.11 (Wed), 10:30,cn,인플레이션율(YoY) Apr,2.1%,1.8%,1.5%,상
05.09 (Mon), 13:00,cn,무역수지 Apr,$51.12B,$50.65B,$47.38B,상
05.06 (Fri), 21:30,us,실업률 Apr,3.6%,3.5%,3.6%,상
05.06 (Fri), 21:30,us,비 농장 급여 Apr,428K,391K,428K,상
05.05 (Thu), 20:00,gb,영란은행 기준금리 결정 ,1%,1%,0.75%,상
05.05 (Thu), 03:30,us,연준 기자 회견 ,,,,상
05.05 (Thu), 03:00,us,연준 기준금리 결정 ,1%,1%,0.5%,상
05.04 (Wed), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Apr,57.1,58.5,58.3,상
05.04 (Wed), 21:30,us,무역수지 Mar,$-109.8B,$-107B,$-89.8B,상
05.04 (Wed), 21:15,us,ADP 고용변화 Apr,247K,395K,479K,상
05.03 (Tue), 23:00,us,구인·이직 보고서(JOLT) 채용공고 Mar,11.549M,11M,11.344M,상
05.02 (Mon), 23:00,us,ISM 제조업 PMI Apr,55.4,57.6,57.1,상
04.30 (Sat), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Apr,46,47,48.1,상
04.30 (Sat), 10:30,cn,NBS 제조업 구매자관리자지수(PMI) Apr,47.4,48,49.5,상
04.29 (Fri), 21:30,us,개인소비 Mar,1.1%,0.7%,0.6%,상
04.29 (Fri), 21:30,us,개인소득 (MoM) Mar,0.5%,0.4%,0.7%,상
04.28 (Thu), 21:30,us,경제성장률(QoQ) 추정 Q1,-1.4%,1.1%,6.9%,상
04.26 (Tue), 23:00,us,신규주택판매 Mar,0.763M,0.765M,0.835M,상
04.26 (Tue), 21:30,us,내구재 주문 (월간) Mar,0.8%,1%,-1.7%,상
04.22 (Fri), 17:30,gb,S&amp;P 글로벌/CIPS 영국 서비스 PMI 플래시 Apr,58.3,60,62.6,상
04.22 (Fri), 17:30,gb,S&amp;P 글로벌/CIPS 제조업 PMI 플래시 Apr,55.3,54,55.2,상
04.22 (Fri), 15:00,gb,월간 소매 판매 Mar,-1.4%,-0.3%,-0.5%,상
04.22 (Fri), 11:10,gb,GFK 소비자 신뢰지수 Apr,-38,-33,-31,상
04.20 (Wed), 23:00,us,기존주택판매 Mar,5.77M,5.8M,5.93M,상
04.19 (Tue), 21:30,us,건축허가 Mar,1.873M,1.825M,1.865M,상
04.19 (Tue), 21:30,us,신규주택착공 Mar,1.793M,1.745M,1.788M,상
04.18 (Mon), 11:00,cn,경제성장률(YoY) Q1,4.8%,4.4%,4%,상
04.18 (Mon), 11:00,cn,산업생산 (YOY) Mar,5%,4.5%,7.5%,상
04.14 (Thu), 23:00,us,미시건대 소비자신뢰지수 예상 Apr,65.7,59,59.4,상
04.14 (Thu), 21:30,us,월간 소매 판매 Mar,0.5%,0.6%,0.8%,상
04.13 (Wed), 21:30,us,생산자물가지수 (MoM) Mar,1.4%,1.1%,0.9%,상
04.13 (Wed), 15:00,gb,인플레이션율(YoY) Mar,7%,6.7%,6.2%,상
04.13 (Wed), 13:30,cn,무역수지 Mar,$47.38B,$22.4B,$115.95B,상
04.12 (Tue), 21:30,us,인플레이션율(YoY) Mar,8.5%,8.4%,7.9%,상
04.12 (Tue), 21:30,us,핵심물가상승률 (YoY) Mar,6.5%,6.6%,6.4%,상
04.12 (Tue), 15:00,gb,실업률 Feb,3.8%,3.8%,3.9%,상
04.12 (Tue), 15:00,gb,실업수당청구 변동 Mar,-46.9K,,-58K,상
04.11 (Mon), 15:00,gb,GDP(MoM) Feb,0.1%,0.3%,0.8%,상
04.11 (Mon), 10:30,cn,인플레이션율(YoY) Mar,1.5%,1.2%,0.9%,상
04.07 (Thu), 03:00,us,FOMC 회의록 ,,,,상
04.05 (Tue), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Mar,58.3,58.4,56.5,상
04.05 (Tue), 21:30,us,무역수지 Feb,$-89.2B,$-88.5B,$-89.2B,상
04.01 (Fri), 23:00,us,ISM 제조업 PMI Mar,57.1,59,58.6,상
04.01 (Fri), 21:30,us,비 농장 급여 Mar,431K,490K,750K,상
04.01 (Fri), 21:30,us,실업률 Mar,3.6%,3.7%,3.8%,상
04.01 (Fri), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Mar,48.1,50,50.4,상
03.31 (Thu), 21:30,us,개인소비 Feb,0.2%,0.5%,2.7%,상
03.31 (Thu), 21:30,us,개인소득 (MoM) Feb,0.5%,0.5%,0.1%,상
03.31 (Thu), 10:30,cn,NBS 제조업 구매자관리자지수(PMI) Mar,49.5,49.9,50.2,상
03.30 (Wed), 21:15,us,ADP 고용변화 Mar,455K,450K,486K,상
03.29 (Tue), 23:00,us,구인·이직 보고서(JOLT) 채용공고 Feb,11.266M,11M,11.283M,상
03.25 (Fri), 16:00,gb,월간 소매 판매 Feb,-0.3%,0.6%,1.9%,상
03.25 (Fri), 09:01,gb,GFK 소비자 신뢰지수 Mar,-31,-30,-26,상
03.24 (Thu), 21:30,us,내구재 주문 (월간) Feb,-2.2%,-0.5%,1.6%,상
03.24 (Thu), 18:30,gb,Markit / CIPS 영국 서비스 PMI 플래시 Mar,61,58,60.5,상
03.24 (Thu), 18:30,gb,Markit / CIPS 제조 PMI 플래시 Mar,55.5,56.7,58,상
03.23 (Wed), 23:00,us,신규주택판매 Feb,0.772M,0.81M,0.788M,상
03.23 (Wed), 16:00,gb,인플레이션율(YoY) Feb,6.2%,5.9%,5.5%,상
03.18 (Fri), 23:00,us,기존주택판매 Feb,6.02M,6.1M,6.49M,상
03.17 (Thu), 21:30,us,신규주택착공 Feb,1.769M,1.69M,1.657M,상
03.17 (Thu), 21:30,us,건축허가 Feb,1.859M,1.85M,1.895M,상
03.17 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.5%,상
03.17 (Thu), 03:30,us,연준 기자 회견 ,,,,상
03.17 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
03.17 (Thu), 03:00,us,연준 기준금리 결정 ,0.5%,0.5%,0.25%,상
03.16 (Wed), 21:30,us,월간 소매 판매 Feb,0.3%,0.4%,4.9%,상
03.15 (Tue), 21:30,us,생산자물가지수 (MoM) Feb,0.8%,0.9%,1.2%,상
03.15 (Tue), 16:00,gb,실업수당청구 변동 Feb,-48.1K,,-67.3K,상
03.15 (Tue), 16:00,gb,실업률 Jan,3.9%,4%,4.1%,상
03.15 (Tue), 11:00,cn,산업생산 (YOY) Jan-Feb,7.5%,3.9%,4.3%,상
03.12 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Mar,59.7,61.4,62.8,상
03.11 (Fri), 16:00,gb,GDP(MoM) Jan,0.8%,0.2%,-0.2%,상
03.10 (Thu), 22:30,us,인플레이션율(YoY) Feb,7.9%,7.9%,7.5%,상
03.10 (Thu), 22:30,us,핵심물가상승률 (YoY) Feb,6.4%,6.4%,6%,상
03.10 (Thu), 00:00,us,구인·이직 보고서(JOLT) 채용공고 Jan,11.263M,10.925M,11.448M,상
03.09 (Wed), 10:30,cn,인플레이션율(YoY) Feb,0.9%,0.9%,0.9%,상
03.08 (Tue), 22:30,us,무역수지 Jan,$-89.7B,$-87.1B,$-82B,상
03.07 (Mon), 12:00,cn,무역수지 Jan-Feb,$115.95B,$99.5B,$94.46B,상
03.04 (Fri), 22:30,us,실업률 Feb,3.8%,3.9%,4%,상
03.04 (Fri), 22:30,us,비 농장 급여 Feb,678K,400K,481K,상
03.04 (Fri), 00:00,us,Fed Chair Powell 증언 ,,,,상
03.04 (Fri), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Feb,56.5,61,59.9,상
03.02 (Wed), 22:15,us,ADP 고용변화 Feb,475K,388K,509K,상
03.02 (Wed), 00:00,us,ISM 제조업 PMI Feb,58.6,58,57.6,상
03.01 (Tue), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Feb,50.4,49.3,49.1,상
03.01 (Tue), 10:30,cn,NBS 제조업 구매자관리자지수(PMI) Feb,50.2,49.9,50.1,상
02.25 (Fri), 22:30,us,개인소득 (MoM) Jan,0%,-0.3%,0.4%,상
02.25 (Fri), 22:30,us,내구재 주문 (월간) Jan,1.6%,0.8%,1.2%,상
02.25 (Fri), 22:30,us,개인소비 Jan,2.1%,1.5%,-0.8%,상
02.25 (Fri), 09:01,gb,GFK 소비자 신뢰지수 Feb,-26,-18,-19,상
02.25 (Fri), 00:00,us,신규주택판매 Jan,0.801M,0.806M,0.839M,상
02.24 (Thu), 22:30,us,경제성장률(QoQ) 2차 추정치 Q4,7%,7%,2.3%,상
02.21 (Mon), 18:30,gb,Markit / CIPS 제조 PMI 플래시 Feb,57.3,57.2,57.3,상
02.21 (Mon), 18:30,gb,Markit / CIPS 영국 서비스 PMI 플래시 Feb,60.8,55.5,54.1,상
02.21 (Mon), 10:15,cn,대출 금리 1 년 ,3.7%,3.7%,3.7%,상
02.19 (Sat), 00:00,us,기존주택판매 Jan,6.5M,6.1M,6.09M,상
02.18 (Fri), 16:00,gb,월간 소매 판매 Jan,1.9%,1%,-4%,상
02.17 (Thu), 22:30,us,신규주택착공 Jan,1.638M,1.7M,1.708M,상
02.17 (Thu), 22:30,us,건축허가 Jan,1.899M,1.76M,1.885M,상
02.17 (Thu), 04:00,us,FOMC 회의록 ,,,,상
02.16 (Wed), 22:30,us,월간 소매 판매 Jan,3.8%,2%,-2.5%,상
02.16 (Wed), 16:00,gb,인플레이션율(YoY) Jan,5.5%,5.4%,5.4%,상
02.16 (Wed), 10:30,cn,인플레이션율(YoY) Jan,0.9%,1%,1.5%,상
02.15 (Tue), 16:00,gb,실업률 Dec,4.1%,4.1%,4.1%,상
02.15 (Tue), 16:00,gb,실업수당청구 변동 Jan,-31.9K,-28K,-43.3K,상
02.12 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Feb,61.7,67.5,67.2,상
02.11 (Fri), 16:00,gb,경제성장률(YoY) 예상 Q4,6.5%,6.4%,7%,상
02.11 (Fri), 16:00,gb,경제성장률(QoQ) 예상 Q4,1%,1.1%,1%,상
02.11 (Fri), 16:00,gb,무역수지 Dec,&pound;-2.34B,,&pound;-2.59B,상
02.11 (Fri), 16:00,gb,전년비 대비 GDP Dec,6%,6.3%,7.5%,상
02.10 (Thu), 22:30,us,핵심물가상승률 (YoY) Jan,6%,5.9%,5.5%,상
02.10 (Thu), 22:30,us,인플레이션율(YoY) Jan,7.5%,7.3%,7%,상
02.08 (Tue), 22:30,us,무역수지 Dec,$-80.7B,$-83B,$-79.3B,상
02.04 (Fri), 22:30,us,비 농장 급여 Jan,467K,150K,510K,상
02.04 (Fri), 22:30,us,실업률 Jan,4%,3.9%,3.9%,상
02.04 (Fri), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Jan,59.9,59.5,62.3,상
02.03 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.5%,0.5%,0.25%,상
02.02 (Wed), 22:15,us,ADP 고용변화 Jan,-301K,207K,776K,상
02.02 (Wed), 00:00,us,구인·이직 보고서(JOLT) 채용공고 Dec,10.925M,10.3M,10.775M,상
02.02 (Wed), 00:00,us,ISM 제조업 PMI Jan,57.6,57.5,58.8,상
01.30 (Sun), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Jan,49.1,50.4,50.9,상
01.30 (Sun), 10:45,cn,NBS 제조업 구매자관리자지수(PMI) Jan,50.1,50,50.3,상
01.28 (Fri), 22:30,us,개인소비 Dec,-0.6%,-0.6%,0.4%,상
01.28 (Fri), 22:30,us,개인소득 (MoM) Dec,0.3%,0.5%,0.5%,상
01.27 (Thu), 22:30,us,경제성장률(QoQ) 추정 Q4,6.9%,5.5%,2.3%,상
01.27 (Thu), 22:30,us,내구재 주문 (월간) Dec,-0.9%,-0.5%,3.2%,상
01.27 (Thu), 04:30,us,연준 기자 회견 ,,,,상
01.27 (Thu), 04:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
01.24 (Mon), 23:45,us,Markit 종합 구매자관리자지수(PMI) 잠정치 Jan,50.8,,57,상
01.24 (Mon), 18:30,gb,Markit / CIPS 컴포지트 PMI 플래시 Jan,53.4,55,53.6,상
01.21 (Fri), 16:00,gb,월간 소매 판매 Dec,-3.7%,-0.6%,1%,상
01.21 (Fri), 09:01,gb,GFK 소비자 신뢰지수 Jan,-19,-15,-15,상
01.21 (Fri), 00:00,us,기존주택판매 Dec,6.18M,6.44M,6.48M,상
01.20 (Thu), 10:15,cn,대출 금리 1 년 ,3.7%,,3.8%,상
01.20 (Thu), 00:00,us,Treasury Secretary Yellen Senate Confirmation Hearing,,,,상
01.19 (Wed), 22:30,us,건축허가 Dec,1.873M,1.701M,1.717M,상
01.19 (Wed), 22:30,us,신규주택착공 Dec,1.702M,1.65M,1.678M,상
01.19 (Wed), 16:00,gb,인플레이션율(YoY) Dec,5.4%,5.2%,5.1%,상
01.18 (Tue), 16:00,gb,실업률 Nov,4.1%,4.2%,4.2%,상
01.18 (Tue), 16:00,gb,실업수당청구 변동 Dec,-43.3K,,-95.1K,상
01.17 (Mon), 11:00,cn,경제성장률(YoY) Q4,4.0%,3.6%,4.9%,상
01.17 (Mon), 11:00,cn,연간 소매 판매 Dec,1.7%,3.7%,3.9%,상
01.17 (Mon), 11:00,cn,산업생산 (YOY) Dec,4.3%,3.6%,3.8%,상
01.15 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jan,68.8,70,70.6,상
01.14 (Fri), 22:30,us,월간 소매 판매 Dec,-1.9%,0%,0.2%,상
01.14 (Fri), 16:00,gb,무역수지 Nov,&pound;0.626B,,&pound;0.151B,상
01.14 (Fri), 12:00,cn,수출(YoY) Dec,20.9%,20%,22%,상
01.14 (Fri), 12:00,cn,수입(YoY) Dec,19.5%,26.3%,31.7%,상
01.12 (Wed), 22:30,us,핵심물가상승률 (YoY) Dec,5.5%,5.4%,4.9%,상
01.12 (Wed), 22:30,us,인플레이션율(YoY) Dec,7%,7%,6.8%,상
01.12 (Wed), 10:30,cn,인플레이션율(YoY) Dec,1.5%,1.8%,2.3%,상
01.12 (Wed), 00:00,us,Fed Chair Powell 증언 ,,,,상
01.07 (Fri), 22:30,us,실업률 Dec,3.9%,4.1%,4.2%,상
01.07 (Fri), 22:30,us,비 농장 급여 Dec,199K,400K,249K,상
01.07 (Fri), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Dec,62,66.9,69.1,상
01.06 (Thu), 22:30,us,무역수지 Nov,$-80.2B,$-77.1B,$-67.2B,상
01.06 (Thu), 04:00,us,FOMC 회의록 ,,,,상
01.05 (Wed), 22:15,us,ADP 고용변화 Dec,807K,400K,505K,상
01.05 (Wed), 00:00,us,구인·이직 보고서(JOLT) 채용공고 Nov,10.562M,11.075M,11.033M,상
01.05 (Wed), 00:00,us,ISM 제조업 PMI Dec,58.7,60,61.1,상
01.04 (Tue), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Dec,50.9,50,49.9,상
12.31 (Fri), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Dec,50.3,50,50.1,상
12.24 (Fri), 00:00,us,신규주택판매 Nov,0.744M,0.77M,0.662M,상
12.23 (Thu), 22:30,us,개인소비 Nov,0.6%,0.6%,1.4%,상
12.23 (Thu), 22:30,us,개인소득 (MoM) Nov,0.4%,0.4%,0.5%,상
12.23 (Thu), 22:30,us,내구재 주문 (월간) Nov,2.5%,1.6%,0.1%,상
12.23 (Thu), 09:01,gb,GFK 소비자 신뢰지수 Dec,,,-14,상
12.20 (Mon), 10:30,cn,대출 금리 1 년 ,3.8%,,3.85%,상
12.17 (Fri), 16:00,gb,월간 소매 판매 Nov,1.4%,0.8%,1.1%,상
12.16 (Thu), 23:45,us,Markit 서비스업 구매자관리자지수(PMI) 잠정치 Dec,57.5,58.5,58,상
12.16 (Thu), 23:45,us,Markit 제조업 구매자관리자지수(PMI) 잠정치 Dec,57.8,58.5,58.3,상
12.16 (Thu), 22:30,us,건축허가 Nov,1.712M,1.663M,1.653M,상
12.16 (Thu), 22:30,us,신규주택착공 Nov,1.679M,1.568M,1.502M,상
12.16 (Thu), 21:00,gb,영란은행 양적완화 ,&pound;875B,&pound;875B,&pound;875B,상
12.16 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.25%,0.1%,0.1%,상
12.16 (Thu), 18:30,gb,Markit / CIPS 컴포지트 PMI 플래시 Dec,53.2,56.4,57.6,상
12.16 (Thu), 04:30,us,연준 기자 회견 ,,,,상
12.16 (Thu), 04:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
12.16 (Thu), 04:00,us,FOMC 경제 예측 ,,,,상
12.15 (Wed), 22:30,us,월간 소매 판매 Nov,0.3%,0.8%,1.8%,상
12.15 (Wed), 16:00,gb,인플레이션율(YoY) Nov,5.1%,4.7%,4.2%,상
12.15 (Wed), 11:00,cn,연간 소매 판매 Nov,3.9%,4.6%,4.9%,상
12.15 (Wed), 11:00,cn,산업생산 (YOY) Nov,3.8%,3.6%,3.5%,상
12.14 (Tue), 16:00,gb,실업수당청구 변동 Nov,-49.8K,,-14.9K,상
12.14 (Tue), 16:00,gb,실업률 Oct,4.2%,4.2%,4.3%,상
12.11 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Dec,70.4,67.1,67.4,상
12.10 (Fri), 22:30,us,인플레이션율(YoY) Nov,6.8%,6.8%,6.2%,상
12.10 (Fri), 22:30,us,핵심물가상승률 (YoY) Nov,4.9%,4.9%,4.6%,상
12.10 (Fri), 16:00,gb,무역수지 Oct,&pound;-2.027B,,&pound;-2.8B,상
12.10 (Fri), 16:00,gb,GDP(MoM) Oct,0.1%,0.4%,0.6%,상
12.10 (Fri), 16:00,gb,전년비 대비 GDP Oct,4.6%,4.9%,5.3%,상
12.09 (Thu), 10:30,cn,인플레이션율(YoY) Nov,2.3%,2.5%,1.5%,상
12.09 (Thu), 00:00,us,구인·이직 보고서(JOLT) 채용공고 Oct,11M,10.369M,10.602M,상
12.07 (Tue), 22:30,us,무역수지 Oct,$-67.1B,$-66.8B,$-81.4B,상
12.07 (Tue), 12:00,cn,수입(YoY) Nov,31.7%,19.8%,20.6%,상
12.07 (Tue), 12:00,cn,수출(YoY) Nov,22%,19%,27.1%,상
12.04 (Sat), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Nov,69.1,65,66.7,상
12.03 (Fri), 22:30,us,실업률 Nov,4.2%,4.5%,4.6%,상
12.03 (Fri), 22:30,us,비 농장 급여 Nov,210K,550K,546K,상
12.02 (Thu), 00:00,us,ISM 제조업 PMI Nov,61.1,61,60.8,상
12.01 (Wed), 22:15,us,ADP 고용변화 Nov,534K,525K,570K,상
12.01 (Wed), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Nov,49.9,50.5,50.6,상
12.01 (Wed), 00:00,us,Fed Chair Powell 증언 ,,,,상
11.30 (Tue), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Nov,50.1,49.6,49.2,상
11.30 (Tue), 05:05,us,연준 의장 파월 연설 ,,,,상
11.25 (Thu), 04:00,us,FOMC 회의록 ,,,,상
11.25 (Thu), 00:00,us,개인소득 (MoM) Oct,0.5%,0.2%,-1%,상
11.25 (Thu), 00:00,us,개인소비 Oct,1.3%,1%,0.6%,상
11.25 (Thu), 00:00,us,신규주택판매 Oct,0.745M,0.8M,0.742M,상
11.24 (Wed), 22:30,us,내구재 주문 (월간) Oct,-0.5%,0.2%,-0.4%,상
11.23 (Tue), 23:45,us,Markit 제조업 구매자관리자지수(PMI) 잠정치 Nov,59.1,59,58.4,상
11.23 (Tue), 23:45,us,Markit 서비스업 구매자관리자지수(PMI) 잠정치 Nov,57,59,58.7,상
11.23 (Tue), 18:30,gb,Markit / CIPS 컴포지트 PMI 플래시 Nov,57.7,57.5,57.8,상
11.23 (Tue), 00:00,us,기존주택판매지수(MoM) Oct,0.8%,,7%,상
11.22 (Mon), 10:30,cn,대출 금리 1 년 ,3.85%,,3.85%,상
11.19 (Fri), 16:00,gb,월간 소매 판매 Oct,0.8%,0.5%,0%,상
11.19 (Fri), 09:01,gb,GFK 소비자 신뢰지수 Nov,-14,-18,-17,상
11.17 (Wed), 22:30,us,건축허가 Oct,1.65M,1.638M,1.586M,상
11.17 (Wed), 22:30,us,신규주택착공 Oct,1.52M,1.576M,1.53M,상
11.17 (Wed), 16:00,gb,인플레이션율(YoY) Oct,4.2%,3.9%,3.1%,상
11.16 (Tue), 22:30,us,월간 소매 판매 Oct,1.7%,1.4%,0.8%,상
11.16 (Tue), 16:00,gb,실업수당청구 변동 Oct,-14.9K,,-51.1K,상
11.16 (Tue), 16:00,gb,실업률 Sep,4.3%,4.4%,4.5%,상
11.15 (Mon), 11:00,cn,산업생산 (YOY) Oct,3.5%,3%,3.1%,상
11.15 (Mon), 11:00,cn,연간 소매 판매 Oct,4.9%,3.5%,4.4%,상
11.15 (Mon), 09:00,us,President Biden and President Xi Jinping Virtual Meeting,,,,상
11.13 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Nov,66.8,72.4,71.7,상
11.13 (Sat), 00:00,us,구인·이직 보고서(JOLT) 채용공고 Sep,10.438M,10.3M,10.629M,상
11.11 (Thu), 16:00,gb,경제성장률(QoQ) 예상 Q3,1.3%,1.5%,5.5%,상
11.11 (Thu), 16:00,gb,경제성장률(YoY) 예상 Q3,6.6%,6.8%,23.6%,상
11.11 (Thu), 16:00,gb,무역수지 Sep,&pound;-2.8B,,&pound;-1.9B,상
11.10 (Wed), 22:30,us,핵심물가상승률 (YoY) Oct,4.6%,4.3%,4%,상
11.10 (Wed), 22:30,us,인플레이션율(YoY) Oct,6.2%,5.8%,5.4%,상
11.10 (Wed), 10:30,cn,인플레이션율(YoY) Oct,1.5%,1.4%,0.7%,상
11.09 (Tue), 22:30,us,생산자물가지수 (MoM) Oct,0.6%,0.6%,0.5%,상
11.07 (Sun), 12:00,cn,수출(YoY) Oct,27.1%,24.5%,28.1%,상
11.07 (Sun), 12:00,cn,수입(YoY) Oct,20.6%,25%,17.6%,상
11.05 (Fri), 21:30,us,비 농장 급여 Oct,531K,450K,312K,상
11.04 (Thu), 21:30,us,무역수지 Sep,$-80.9B,$-80.5B,$-72.8B,상
11.04 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.1%,0.1%,0.1%,상
11.04 (Thu), 03:30,us,연준 기자 회견 ,,,,상
11.04 (Thu), 03:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
11.01 (Mon), 23:00,us,ISM 제조업 PMI Oct,60.8,60.5,61.1,상
11.01 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Oct,50.6,50,50,상
10.31 (Sun), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Oct,49.2,49.7,49.6,상
10.29 (Fri), 21:30,us,개인소비 Sep,0.6%,0.5%,1%,상
10.29 (Fri), 21:30,us,개인소득 (MoM) Sep,-1%,-0.2%,0.2%,상
10.28 (Thu), 21:30,us,경제성장률(QoQ) 추정 Q3,2%,2.7%,6.7%,상
10.27 (Wed), 21:30,us,내구재 주문 (월간) Sep,-0.4%,-1.1%,1.3%,상
10.27 (Wed), 20:30,gb,Autumn Budget,,,,상
10.26 (Tue), 23:00,us,신규주택판매 Sep,0.8M,0.76M,0.702M,상
10.22 (Fri), 17:30,gb,Markit / CIPS 컴포지트 PMI 플래시 Oct,56.8,54,54.9,상
10.22 (Fri), 15:00,gb,월간 소매 판매 Sep,-0.2%,0.5%,-0.6%,상
10.22 (Fri), 08:01,gb,GFK 소비자 신뢰지수 Oct,-17,-16,-13,상
10.20 (Wed), 15:00,gb,인플레이션율(YoY) Sep,3.1%,3.2%,3.2%,상
10.20 (Wed), 10:30,cn,대출 금리 1 년 ,3.85%,,3.85%,상
10.19 (Tue), 21:30,us,건축허가 Sep,1.589M,1.68M,1.721M,상
10.19 (Tue), 21:30,us,신규주택착공 Sep,1.555M,1.62M,1.58M,상
10.18 (Mon), 11:00,cn,경제성장률(YoY) Q3,4.9%,5.2%,7.9%,상
10.18 (Mon), 11:00,cn,연간 소매 판매 Sep,4.4%,3.3%,2.5%,상
10.18 (Mon), 11:00,cn,산업생산 (YOY) Sep,3.1%,4.5%,5.3%,상
10.15 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Oct,71.4,73.1,72.8,상
10.15 (Fri), 21:30,us,월간 소매 판매 Sep,0.7%,-0.2%,0.9%,상
10.14 (Thu), 10:30,cn,인플레이션율(YoY) Sep,0.7%,0.9%,0.8%,상
10.14 (Thu), 03:00,us,FOMC 회의록 ,,,,상
10.13 (Wed), 21:30,us,인플레이션율(YoY) Sep,5.4%,5.3%,5.3%,상
10.13 (Wed), 21:30,us,핵심물가상승률 (YoY) Sep,4%,4%,4%,상
10.13 (Wed), 15:00,gb,무역수지 Aug,&pound;-3.7B,,&pound;-2.9B,상
10.13 (Wed), 12:00,cn,수출(YoY) Sep,28.1%,21%,25.6%,상
10.13 (Wed), 12:00,cn,수입(YoY) Sep,17.6%,20%,33.1%,상
10.12 (Tue), 23:00,us,구인·이직 보고서(JOLT) 채용공고 Aug,10.439M,10.925M,11.098M,상
10.12 (Tue), 15:00,gb,실업수당청구 변동 Sep,-51.1K,,-58.6K,상
10.08 (Fri), 21:30,us,비 농장 급여 Sep,194K,500K,366K,상
10.05 (Tue), 21:30,us,무역수지 Aug,$-73.3B,$-70.5B,$-70.3B,상
10.01 (Fri), 23:00,us,ISM 제조업 PMI Sep,61.1,59.6,59.9,상
10.01 (Fri), 21:30,us,개인소득 (MoM) Aug,0.2%,0.3%,1.1%,상
10.01 (Fri), 21:30,us,개인소비 Aug,0.8%,0.6%,-0.1%,상
09.30 (Thu), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Sep,50,49.5,49.2,상
09.30 (Thu), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Sep,49.6,50.1,50.1,상
09.27 (Mon), 21:30,us,내구재 주문 (월간) Aug,1.8%,0.7%,0.5%,상
09.24 (Fri), 08:01,gb,GFK 소비자 신뢰지수 Sep,-13,-8,-8,상
09.23 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.1%,0.1%,0.1%,상
09.23 (Thu), 03:30,us,연준 기자 회견 ,,,,상
09.23 (Thu), 03:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
09.23 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
09.22 (Wed), 10:30,cn,대출 금리 1 년 ,3.85%,,3.85%,상
09.16 (Thu), 21:30,us,월간 소매 판매 Aug,0.7%,-0.8%,-1.8%,상
09.15 (Wed), 15:00,gb,인플레이션율(YoY) Aug,3.2%,2.9%,2%,상
